,0
317,"الروائح القاتلة المنبثقة منه مع ضيق الزنزانة وعدم وجود أي فتحات تهوية يجعل منها قبرا حقيقيا، قضيت
اليوم أردد كل الأغنيات التي أحفظها بصوت عالي مبتسما في أسى وممنيا نفسي أن يكون هذا آخر الأمور
السيئة التي أمر بها.
عيد ميلادي السادس والعشرون ربما يكون الأسوأ ولكني استطعت أن أحتفل به على طريقتي الخاصة. كنت
في ذلك الوقت ""مختفي قسريا"" محتجز بشكل سري داخل مقر إدارة الأمن الوطني بلاظوغلي، كنت معصوب
العينين بقطعة من القماش الأسود السميك ومقيد اليدين بقيد حديدي وأجلس على الأرض ممنوعا من
الكلام أو الحركة، لا وجود للأسماء في ذلك المكان، فالاسم الذي يعني أنك موجود أو حي يجب أن تنساه
فأنت مجرد رقم يجب أن تحفظه جيدا وإلا تعرضت لأشد عقاب في حالة نسيانك لرقمك، كنت قضيت
على هذه الوضعية ثلاثة أشهر لم أتمكن خلالها من الاستحمام، كانت آثار التعذيب مازالت واضحة على
جسدي وعلى جسد كل المحتجزين، ملابس الجميع تمتلئ ببقع الدم نحيا على هذا الوضع بين الرائحة النتنة
للعرق وقروح الجروح المتراكمين لشهور على أجسادنا، الجميع ينتظر دوره في التعذيب والذي ربما يأتي في أي
لحظة، يحيا الجميع في خوف وترقب ويأس، الجميع ينتظر الموت الذي ربما يكون راحة من كل هذا العذاب،
في ذلك اليوم قررت أن أخالف كل التعليمات وأقول ما يضحك الجميع وأخرجهم من كل هذا الأسى ولو
للحظة واحدة، انتظرت مرور الضابط وتهكمه اليومي علينا واستهزائه بنا وعندما انتهى من تفريغ أمراضه
النفسية في آذاننا، قلت بعد إذنك ممكن أسأل سؤال؟ فرد، ارغي، فقلت فرج اللي كان موجود في فيلم الكرنك
هل مازال حيا أم قتلتموه؟ ولم أنته من سؤالي حتى كان كل من يسمع الحوار يضحك حتى المخبر المصاحب
للضابط ليبدأ الضابط وصلة طويلة من الشخر والشتم ثم سحبي وتعليقي من يدي لمدة ساعتين أو ثلاثة،
لا أعرف فالشعور بالوقت في ذلك المكان منعدم، كان وضع التعليق هذا مؤلم للغاية لكل مفاصل الجسد
والعمود الفقري إلا أني كنت أشعر أني احتفلت بيوم ميلادي وحققت إنجازا كبيرا بكسر القواعد الخاصة
لذلك المكان والأهم إني نجحت في إضحاك الجميع وجعلتهم يشعرون أنهم مازالوا أحياء ولو للحظة واحدة،
كانت فترة تعليقي مؤلمة ومؤذية لكامل عظامي إلا أنني كنت أشعر أني ما زلت قويا وأنني رغم كل شيء المنتصر
لاهم .
عيد ميلادي السابع والعشرون كنت داخل سجن برج العرب، في ذلك اليوم وبعد الاحتجاج على مخالفة
اتفاق مسبق مع إدارة السجن بعد إضراب كامل لكل السجن عن الطعام، تم سحلي وبعد وصلة طويلة من
الركل والضرب والمقاومة البائسة مني، تم سحبي إلى زنزانة التأديب والتي عرضها متر ونصف وطولها حوالي4
أمتار بها 14 مسجونا كلهم عرايا إلا من شورت داخلي فقط ودلو لقضاء الحاجة خلف باب الزنزانة كان أحد
الأيام القاسية بحق وكني أخبرت الجميع ضاحكا أن اليوم عيد ميلادي وطلبت منهم أن كل من يحفظ أغنية
يغنيها، كان صوت الغناء مع رائحة البول والبراز المختمرين داخل الدلو المخصص لقضاء الحاجة بالإضافة
إلى روائح العرق النتن وتلاصق الأجساد العارية في تلك المساحة الضيقة يشعرني أنني عدت بالزمن إلى أحد
سجون العصور الوسطى ظللت أردد على نفسي أنني مررت بأسوأ من هذا وأؤكد لنفسي أن هذا أيضا سيمر
فكن قويا
عيد ميلادي التاسع والعشرون.. كنت داخل سجن القاهرة للمحبوسين احتياطيا ب""طرة تحقيق""، قضيت
ذلك اليوم مضربا عن الطعام وهو الإضراب الذي بدأته منذ ذ5 يوما احتجاجا على تعنت إدارة السجن معي
وسوء المعاملة بالإضافة إلى إيداعي بزنزانة الدواعي، دون أي سبب إلا أن هذا يوافق هوى إدارة السجن في
تعسيفي.
زنزانة الدواعي هي زنزانة مخصصة لتأديب المسجونين المغضوب عليهم أو من ارتكبوا مخالفات داخل
السجن، هي زنزانة فارغة لا يوجد بها أي شيء، فقط مساجين يرتدون ملابسهم وليس شيئا آخر فقط حوائط"
318,"رمادية كئيبة، وأما السقف، فتشعر أنه سيسقط عليك في أي لحظة وأرضية قذرة وممتلئة بأو ساخ سوداء
متراكمة
الغرفة ممتلئة بالحشرات الكثيرة الأنواع والأشكال (بق، نمل، صراصير) حشرات كثيرة وعجيبة الشكل جعلتني
أفكر أن ربما مثل تلك الحشرات ربما تكون انقرضت من العالم لكنها باقية في تلك الزنزانة، قضيت عيد
ميلادي في هذه الزنزانة ما بين الغناء وإطلاق النكات وقتل الحشرات مع تصنيفها وإطلاق الدعابات على
شكلها مثلا نقول، أن الحشرة البيضاء مازالت قيد التحقيق، والزرقاء تم الحكم عليها بالسجن أما الحمراء
فبالتأكيد محكوم عليها بالإعدام
تلك مشاهد مختصرة، خمسة أعياد ميلاد داخل السجن ليس ذلك أسوأ ما مررت به ولكن هناك أيضا أسوأ،
وعلى على قدر ضيقها تبقى هي الأفضل ولعل أفضل الأوضاع داخل السجن هو أن تمتلك شبرين ونصف
داخل زنزانة نظيفة نسبيا معها تشعر أن الوطن تقلص وضاق حتى تحول إلى هذه المساحة الخانقة ولكن
رغم كل الضيق المسبب للألم يبقى الوطن وسيظل كبيرا في أحلامنا
كنا وسنبقى سائرين على درب المحبة، ناشدين العدل والحرية والسلام، فإليكم أيتها الطيور الحرة المشتعلة
بالأمل، غردوا باسمنا وكونوا أنتم شمسنا التي يصل إلينا شعاعها حانيا ليؤنسنا، اكتبوا عنا وكونوا أنتم صوتنا
الذي تم إخراسه عمدا وقسرا ثم اسألوا الله الذي اسمه السلام وهديته إلى البشرية المحبة أن يؤيدنا بروحه...
ربما نحافظ على ما تبقى
سجن طرة للمحبوسين احتياطي (طره تحقيق)
http://bit.do/eEFzq
●
انا معتقل سياسي
انا صحفي. تم اعتقالي يوم 16/3/2017 أثناء الاعتقال تم إطلاق النار على واصيبت في رأسي بطلق ناري
ادي إلى تهشم عظام الجمجمة واستقرار الرصاصة في رأسي تم ايداعي مستشفى القصر العيني. اجري لي
عملية جراحية بعد شهر كامل من الإصابة حدثت مضاعفات لي فقدان الذاكرة مؤقت سيولة في الدم ضغط
منخفض وتم ايداعي في سجن شديد الحراسة 2 دون استكمال العلاج اللازم لا توجد المتابعة الصحية الازمة
لا يوجد عمل أشعة وتحاليل لمتابعة الحالة الصحية لا يوجد زيارة لا يوجد تريض. انا معتقل سياسي
http://bit.do/eE26S
. أرفض أن أموت في صمت.
لا أعلم أكان صواباً أم خطأ أن أطالب بحقي في العلاج كأي معتقل.. بل كأي انسان
طالبت بإجراء فحوصات طبية لي حيث أنني مصاب بنزيف في الكلى ومريض ضغط بالإضافة إلى عملية قلب
مفتوح لم اتعافى من آثارها إلى الآن
كنت صابراً على كل آلامي عسى ان يأتي اليوم الذي أخرج فيه للحرية فأعالج نفسي
إلا أن القدر لم يمهلني حتى أخرج
فأصبت بنزيف شرجي لا يتوقف بأي أدوية ناهيك عن أنهم لا يسمحون أصلاً بدخول أدوية
وبعد ضغوطات كثيره ومحاضر وافقوا على علاجي بمستشفى شبين الكوم العام"
319,"وانا في سيارة الترحيلات قام الضباط المسؤولون بالاعتداء علينا بالضرب والسب بأقذع الشتائم هذا لأننا
طالبنا بعربة إسعاف لمريض سكر كان عنده غيبوبة سكر وحينما دخلنا إلى سجن شبين تم الاعتداء علينا
بالضرب والسب من قبل ضباط وأمناء سجن شبين بحضور رئيس المباحث محمد الحوام
وتم تجريدنا من ملابسنا بالكامل رغماً عنا وأمام بعضنا البعض (كنا سبعة مرضى)
منا معتقل قعيد على كرسي متحرك تم الاعتداء عليه بالضرب ونزعوا ملابسه عنه أيضا؛
أما المعتقل المريض بالسكر فحرموه من ادوية السكر وقالوا لنا نصا ""علشان تتربوا وتعرفوا ان لما تتعبوا
تموتوا من غير دوشه""
وقال لي ضابط المباحث ""انت جاي هنا علشان تتربى وتتعلم تموت في هدوء""
خلعت جميع ملابسي واعطوني ملابس باليه لا ترقى للاستخدام الآدمي ولا ترحمني من برد الشتاء واخذوا
مني جميع الأدوية والملابس حتى البطاطين وقاموا بإدخالنا في زنزانة صغيره مساحتها متر ونصف في ثلاثة
أمتار بدون حمام (كنا خمسه مرضى بهذه الزنزانة)
كان أقلنا مرضاً مريض عنده شلل رعاش وصرع ولا يوجد بالزنزانة غير جردل فارغ للبول وزجاجتي مياه ولا
يوجد بها غطاء أو طعام
مكثنا بها اسبوع كانوا يسمحون لنا بالخروج للحمام مرة واحده في اليوم لمده خمس دقائق فقط
بعد ذلك ذهبنا للمستشفى فأخبرت الطبيبة بمرضي وقلت لها انني رافض للعلاج لأنني لو مكثت
السجن يوماً آخر سأموت
ورجوتها أن تنهي إجراءات رفضي للعلاج لعلي أعود إلى سجني الأصلي بوادي النطرون حتى ألقى بعض الرعاية
من زملائي المعتقلين أو أحصل على غطاء أو طعام.
يا أحرار العالم.. اعتقلت منذ أربعة سنوات لأنني مصور صحفي
وأجبرت على الاعتراف بأشياء لم افعلها تحت التعذيب أيضاً لأنني مصور صحفي
وحينما طالبت بعلاجي قاموا بالاعتداء على مرة أخرى لا لشيء إلا لأنني مصور صحفي
زملائي الصحفيين.. اعلموا انني اعتقلت وحبست وضربت وحرمت من أهلي وابنائي وعملي لا لشيء إلا انني
مصور صحفي حأولت نقل الحقيقة
والآن أنا في شدة المرض ولدي يقين أنهم لن يتورعوا في قتلي بحجة رفضي للعلاج..
لكني أرفض أن أموت في صمت.
صحفي معتقل بسجن 430 وادي النطرون
http://bit.do/eFr32
ه أنا كويسه هوبس تعبت نفسيا مش اكتر زهقت يعني"":'(
http://bit.do/eFsah
هذا
• رسالة
أخبارك ايه.. والله وحشتيني خالص، ربنا يسعد أيامك.. اناكويسة خالص، محتاجة دعاءكم، فرحت خالص
بالصور، كان وحشني أشوفك، خدي بالك على نفسك يا حبيبة ماما وبلاش موضوع الانتحار ده اللي كل"
320,"صوت المعتقلين
لا يستطيع العالم
سماع موتي
فكونوا أنتم صوتي
https://bit.ly/2VA95kl"
321,"يناير
• ""هذا قبل كل شيء عملية تصفية نفسية بطيئة، لكنها فعالة، اشهد بذلك..
كل دفاع بنيته يوماً اكتشفت الآن مدى بدائيته ووهنه،
كل طاقة ادخرتها نفدت من أول ساعة،
كل ذكاء طورته لم يكن كافياً لإقناع شأويش،
كل غروراً ارتفعت به لم يعلو على حذاء عسكري،
كل فكرة استثمرت فيها لم تستدعي انتباه حتى أمين شرطة،
كل خيال تصورته عن نفسي أنا الآن أول الهازئين به،
كل عاطفة اخلصتها للوطن لم تكن إلا مدعاة للاحتقار والتسفية ..
كل المعاني التي اجتهدت دهراً في استخلاصها لم تصمد امام المعاني البديلة التي اكتسبتها هنا..
هذا المعنى الحقيقي للخوف والقلق والاكتئاب والوحدة والضعف والعجز والخور والحاجة والحرمان والريبة
والشك والإرهاق والملل والهم والغم والضيق والزحام والقهر واليأس والحرقة والتشوه والقبح والغربة..
للألم والحديد""
سجن طره للمحبوسين احتياطياً
http://bit.do/eEFdd
• احتفلوا نيابة عنا
في يوم الخامس عشر من شهر أغسطس الماضي صار عمري تسع وعشرون زهرة، كلها للأسف أزهار ذابلة،
فلسوء حظي وحظكم أن يأتي ربيع عمرنا مع خريف الوطن لتذبل أزهار العمر مع توالي النكبات وتحطم
الأحلام والآمال على أعتاب الظلم والقهر .
تتشابه أيام السجن وتتعاقب في متوالية كئيبة تدعو إلى اليأس والإحباط. أيام كثيرة قضيتها داخل السجون
تعرضت خلالها لانتهاكات كثيرة وذقت عذابات أكثر، ولكن هناك أيام تبقى خالدة في الذاكرة ولا يمكن أبدا
محوها، لعل من أبرز تلك الأيام يوم ميلادي والذي للأسف الشديد ما يأتي داخل أحد السجون .
كان أو ل عيد ميلاد لي داخل السجن هو يوم ميلادي الثاني والعشرون والذي قضيته داخل سجن محطة
أحمد جلال العسكري لأقذي يومي ما بين الزحف على الرمال الساخنة على بطوننا كعقاب لكل السجن، لم
أعرف حتى الآن سببه، ثم إلى الوقوف في الشمس طوال اليوم، ومن يهتز أو يبدو عليه الاعتراض يتم إجباره
على مواصلة الزحف على الرمال من جديد، وينتهي بنا اليوم في زنزانة مظلمة خانقة معبقة برائحة البول
والبراز الناتجة من الدلو والزجاجات المخصصة لقضاء الحاجة.
يكون بذلك يوم ميلادي الثاني والعشرين أحد الأيام الكئيبة والحزينة والبائسة التي قضيتها داخل السجن .
عيد ميلادي الثالث والعشرون قد احتفلت به داخل سجن بنها العمومي متجردا قسرا من كل ملابسي إلا من
شورت داخلي على أرض صخرية داخل زنزانة عرضها متر وطولها مترين مرتفعة السقف تشعر داخلها وكأنك
في مصيدة فئران أو صرصار محشور داخل علبة كبريت واقفة على رأسها، تلك هي زنزانة التأديب. طعامي
كان رغيفا واحدا في اليوم وقطعة صغيرة من الجبن وإن شئت أن أكون دقيقا فهي مجرد لحسة من الجبن
على الرغيف وزجاجة واحدة من المياه ودلو لقضاء الحاجة."
322,"الروائح القاتلة المنبثقة منه مع ضيق الزنزانة وعدم وجود أي فتحات تهوية يجعل منها قبرا حقيقيا، قضيت
اليوم أردد كل الأغنيات التي أحفظها بصوت عالي مبتسما في أسى وممنيا نفسي أن يكون هذا آخر الأمور
السيئة التي أمر بها.
عيد ميلادي السادس والعشرون ربما يكون الأسوأ ولكني استطعت أن أحتفل به على طريقتي الخاصة. كنت
في ذلك الوقت ""مختفي قسريا"" محتجز بشكل سري داخل مقر إدارة الأمن الوطني بلاظوغلي، كنت معصوب
العينين بقطعة من القماش الأسود السميك ومقيد اليدين بقيد حديدي وأجلس على الأرض ممنوعا من
الكلام أو الحركة، لا وجود للأسماء في ذلك المكان، فالاسم الذي يعني أنك موجود أو حي يجب أن تنساه
فأنت مجرد رقم يجب أن تحفظه جيدا وإلا تعرضت لأشد عقاب في حالة نسيانك لرقمك، كنت قضيت
على هذه الوضعية ثلاثة أشهر لم أتمكن خلالها من الاستحمام، كانت آثار التعذيب مازالت واضحة على
جسدي وعلى جسد كل المحتجزين، ملابس الجميع تمتلئ ببقع الدم نحيا على هذا الوضع بين الرائحة النتنة
للعرق وقروح الجروح المتراكمين لشهور على أجسادنا، الجميع ينتظر دوره في التعذيب والذي ربما يأتي في أي
لحظة، يحيا الجميع في خوف وترقب ويأس، الجميع ينتظر الموت الذي ربما يكون راحة من كل هذا العذاب،
في ذلك اليوم قررت أن أخالف كل التعليمات وأقول ما يضحك الجميع وأخرجهم من كل هذا الأسى ولو
للحظة واحدة، انتظرت مرور الضابط وتهكمه اليومي علينا واستهزائه بنا وعندما انتهى من تفريغ أمراضه
النفسية في آذاننا، قلت بعد إذنك ممكن أسأل سؤال؟ فرد، ارغي، فقلت فرج اللي كان موجود في فيلم الكرنك
هل مازال حيا أم قتلتموه؟ ولم أنته من سؤالي حتى كان كل من يسمع الحوار يضحك حتى المخبر المصاحب
للضابط ليبدأ الضابط وصلة طويلة من الشخر والشتم ثم سحبي وتعليقي من يدي لمدة ساعتين أو ثلاثة،
لا أعرف فالشعور بالوقت في ذلك المكان منعدم، كان وضع التعليق هذا مؤلم للغاية لكل مفاصل الجسد
والعمود الفقري إلا أني كنت أشعر أني احتفلت بيوم ميلادي وحققت إنجازا كبيرا بكسر القواعد الخاصة
لذلك المكان والأهم إني نجحت في إضحاك الجميع وجعلتهم يشعرون أنهم مازالوا أحياء ولو للحظة واحدة،
كانت فترة تعليقي مؤلمة ومؤذية لكامل عظامي إلا أنني كنت أشعر أني ما زلت قويا وأنني رغم كل شيء المنتصر
لاهم .
عيد ميلادي السابع والعشرون كنت داخل سجن برج العرب، في ذلك اليوم وبعد الاحتجاج على مخالفة
اتفاق مسبق مع إدارة السجن بعد إضراب كامل لكل السجن عن الطعام، تم سحلي وبعد وصلة طويلة من
الركل والضرب والمقاومة البائسة مني، تم سحبي إلى زنزانة التأديب والتي عرضها متر ونصف وطولها حوالي4
أمتار بها 14 مسجونا كلهم عرايا إلا من شورت داخلي فقط ودلو لقضاء الحاجة خلف باب الزنزانة كان أحد
الأيام القاسية بحق وكني أخبرت الجميع ضاحكا أن اليوم عيد ميلادي وطلبت منهم أن كل من يحفظ أغنية
يغنيها، كان صوت الغناء مع رائحة البول والبراز المختمرين داخل الدلو المخصص لقضاء الحاجة بالإضافة
إلى روائح العرق النتن وتلاصق الأجساد العارية في تلك المساحة الضيقة يشعرني أنني عدت بالزمن إلى أحد
سجون العصور الوسطى ظللت أردد على نفسي أنني مررت بأسوأ من هذا وأؤكد لنفسي أن هذا أيضا سيمر
فكن قويا
عيد ميلادي التاسع والعشرون.. كنت داخل سجن القاهرة للمحبوسين احتياطيا ب""طرة تحقيق""، قضيت
ذلك اليوم مضربا عن الطعام وهو الإضراب الذي بدأته منذ ذ5 يوما احتجاجا على تعنت إدارة السجن معي
وسوء المعاملة بالإضافة إلى إيداعي بزنزانة الدواعي، دون أي سبب إلا أن هذا يوافق هوى إدارة السجن في
تعسيفي.
زنزانة الدواعي هي زنزانة مخصصة لتأديب المسجونين المغضوب عليهم أو من ارتكبوا مخالفات داخل
السجن، هي زنزانة فارغة لا يوجد بها أي شيء، فقط مساجين يرتدون ملابسهم وليس شيئا آخر فقط حوائط"
323,"رمادية كئيبة، وأما السقف، فتشعر أنه سيسقط عليك في أي لحظة وأرضية قذرة وممتلئة بأو ساخ سوداء
متراكمة
الغرفة ممتلئة بالحشرات الكثيرة الأنواع والأشكال (بق، نمل، صراصير) حشرات كثيرة وعجيبة الشكل جعلتني
أفكر أن ربما مثل تلك الحشرات ربما تكون انقرضت من العالم لكنها باقية في تلك الزنزانة، قضيت عيد
ميلادي في هذه الزنزانة ما بين الغناء وإطلاق النكات وقتل الحشرات مع تصنيفها وإطلاق الدعابات على
شكلها مثلا نقول، أن الحشرة البيضاء مازالت قيد التحقيق، والزرقاء تم الحكم عليها بالسجن أما الحمراء
فبالتأكيد محكوم عليها بالإعدام
تلك مشاهد مختصرة، خمسة أعياد ميلاد داخل السجن ليس ذلك أسوأ ما مررت به ولكن هناك أيضا أسوأ،
وعلى على قدر ضيقها تبقى هي الأفضل ولعل أفضل الأوضاع داخل السجن هو أن تمتلك شبرين ونصف
داخل زنزانة نظيفة نسبيا معها تشعر أن الوطن تقلص وضاق حتى تحول إلى هذه المساحة الخانقة ولكن
رغم كل الضيق المسبب للألم يبقى الوطن وسيظل كبيرا في أحلامنا
كنا وسنبقى سائرين على درب المحبة، ناشدين العدل والحرية والسلام، فإليكم أيتها الطيور الحرة المشتعلة
بالأمل، غردوا باسمنا وكونوا أنتم شمسنا التي يصل إلينا شعاعها حانيا ليؤنسنا، اكتبوا عنا وكونوا أنتم صوتنا
الذي تم إخراسه عمدا وقسرا ثم اسألوا الله الذي اسمه السلام وهديته إلى البشرية المحبة أن يؤيدنا بروحه...
ربما نحافظ على ما تبقى
سجن طرة للمحبوسين احتياطي (طره تحقيق)
http://bit.do/eEFzq
●
انا معتقل سياسي
انا صحفي. تم اعتقالي يوم 16/3/2017 أثناء الاعتقال تم إطلاق النار على واصيبت في رأسي بطلق ناري
ادي إلى تهشم عظام الجمجمة واستقرار الرصاصة في رأسي تم ايداعي مستشفى القصر العيني. اجري لي
عملية جراحية بعد شهر كامل من الإصابة حدثت مضاعفات لي فقدان الذاكرة مؤقت سيولة في الدم ضغط
منخفض وتم ايداعي في سجن شديد الحراسة 2 دون استكمال العلاج اللازم لا توجد المتابعة الصحية الازمة
لا يوجد عمل أشعة وتحاليل لمتابعة الحالة الصحية لا يوجد زيارة لا يوجد تريض. انا معتقل سياسي
http://bit.do/eE26S
. أرفض أن أموت في صمت.
لا أعلم أكان صواباً أم خطأ أن أطالب بحقي في العلاج كأي معتقل.. بل كأي انسان
طالبت بإجراء فحوصات طبية لي حيث أنني مصاب بنزيف في الكلى ومريض ضغط بالإضافة إلى عملية قلب
مفتوح لم اتعافى من آثارها إلى الآن
كنت صابراً على كل آلامي عسى ان يأتي اليوم الذي أخرج فيه للحرية فأعالج نفسي
إلا أن القدر لم يمهلني حتى أخرج
فأصبت بنزيف شرجي لا يتوقف بأي أدوية ناهيك عن أنهم لا يسمحون أصلاً بدخول أدوية
وبعد ضغوطات كثيره ومحاضر وافقوا على علاجي بمستشفى شبين الكوم العام"
324,"وانا في سيارة الترحيلات قام الضباط المسؤولون بالاعتداء علينا بالضرب والسب بأقذع الشتائم هذا لأننا
طالبنا بعربة إسعاف لمريض سكر كان عنده غيبوبة سكر وحينما دخلنا إلى سجن شبين تم الاعتداء علينا
بالضرب والسب من قبل ضباط وأمناء سجن شبين بحضور رئيس المباحث محمد الحوام
وتم تجريدنا من ملابسنا بالكامل رغماً عنا وأمام بعضنا البعض (كنا سبعة مرضى)
منا معتقل قعيد على كرسي متحرك تم الاعتداء عليه بالضرب ونزعوا ملابسه عنه أيضا؛
أما المعتقل المريض بالسكر فحرموه من ادوية السكر وقالوا لنا نصا ""علشان تتربوا وتعرفوا ان لما تتعبوا
تموتوا من غير دوشه""
وقال لي ضابط المباحث ""انت جاي هنا علشان تتربى وتتعلم تموت في هدوء""
خلعت جميع ملابسي واعطوني ملابس باليه لا ترقى للاستخدام الآدمي ولا ترحمني من برد الشتاء واخذوا
مني جميع الأدوية والملابس حتى البطاطين وقاموا بإدخالنا في زنزانة صغيره مساحتها متر ونصف في ثلاثة
أمتار بدون حمام (كنا خمسه مرضى بهذه الزنزانة)
كان أقلنا مرضاً مريض عنده شلل رعاش وصرع ولا يوجد بالزنزانة غير جردل فارغ للبول وزجاجتي مياه ولا
يوجد بها غطاء أو طعام
مكثنا بها اسبوع كانوا يسمحون لنا بالخروج للحمام مرة واحده في اليوم لمده خمس دقائق فقط
بعد ذلك ذهبنا للمستشفى فأخبرت الطبيبة بمرضي وقلت لها انني رافض للعلاج لأنني لو مكثت
السجن يوماً آخر سأموت
ورجوتها أن تنهي إجراءات رفضي للعلاج لعلي أعود إلى سجني الأصلي بوادي النطرون حتى ألقى بعض الرعاية
من زملائي المعتقلين أو أحصل على غطاء أو طعام.
يا أحرار العالم.. اعتقلت منذ أربعة سنوات لأنني مصور صحفي
وأجبرت على الاعتراف بأشياء لم افعلها تحت التعذيب أيضاً لأنني مصور صحفي
وحينما طالبت بعلاجي قاموا بالاعتداء على مرة أخرى لا لشيء إلا لأنني مصور صحفي
زملائي الصحفيين.. اعلموا انني اعتقلت وحبست وضربت وحرمت من أهلي وابنائي وعملي لا لشيء إلا انني
مصور صحفي حأولت نقل الحقيقة
والآن أنا في شدة المرض ولدي يقين أنهم لن يتورعوا في قتلي بحجة رفضي للعلاج..
لكني أرفض أن أموت في صمت.
صحفي معتقل بسجن 430 وادي النطرون
http://bit.do/eFr32
ه أنا كويسه هوبس تعبت نفسيا مش اكتر زهقت يعني"":'(
http://bit.do/eFsah
هذا
• رسالة
أخبارك ايه.. والله وحشتيني خالص، ربنا يسعد أيامك.. اناكويسة خالص، محتاجة دعاءكم، فرحت خالص
بالصور، كان وحشني أشوفك، خدي بالك على نفسك يا حبيبة ماما وبلاش موضوع الانتحار ده اللي كل"
325,"صوت المعتقلين
لا يستطيع العالم
سماع موتي
فكونوا أنتم صوتي
https://bit.ly/2VA95kl"
326,"يناير
• ""هذا قبل كل شيء عملية تصفية نفسية بطيئة، لكنها فعالة، اشهد بذلك..
كل دفاع بنيته يوماً اكتشفت الآن مدى بدائيته ووهنه،
كل طاقة ادخرتها نفدت من أول ساعة،
كل ذكاء طورته لم يكن كافياً لإقناع شأويش،
كل غروراً ارتفعت به لم يعلو على حذاء عسكري،
كل فكرة استثمرت فيها لم تستدعي انتباه حتى أمين شرطة،
كل خيال تصورته عن نفسي أنا الآن أول الهازئين به،
كل عاطفة اخلصتها للوطن لم تكن إلا مدعاة للاحتقار والتسفية ..
كل المعاني التي اجتهدت دهراً في استخلاصها لم تصمد امام المعاني البديلة التي اكتسبتها هنا..
هذا المعنى الحقيقي للخوف والقلق والاكتئاب والوحدة والضعف والعجز والخور والحاجة والحرمان والريبة
والشك والإرهاق والملل والهم والغم والضيق والزحام والقهر واليأس والحرقة والتشوه والقبح والغربة..
للألم والحديد""
سجن طره للمحبوسين احتياطياً
http://bit.do/eEFdd
• احتفلوا نيابة عنا
في يوم الخامس عشر من شهر أغسطس الماضي صار عمري تسع وعشرون زهرة، كلها للأسف أزهار ذابلة،
فلسوء حظي وحظكم أن يأتي ربيع عمرنا مع خريف الوطن لتذبل أزهار العمر مع توالي النكبات وتحطم
الأحلام والآمال على أعتاب الظلم والقهر .
تتشابه أيام السجن وتتعاقب في متوالية كئيبة تدعو إلى اليأس والإحباط. أيام كثيرة قضيتها داخل السجون
تعرضت خلالها لانتهاكات كثيرة وذقت عذابات أكثر، ولكن هناك أيام تبقى خالدة في الذاكرة ولا يمكن أبدا
محوها، لعل من أبرز تلك الأيام يوم ميلادي والذي للأسف الشديد ما يأتي داخل أحد السجون .
كان أو ل عيد ميلاد لي داخل السجن هو يوم ميلادي الثاني والعشرون والذي قضيته داخل سجن محطة
أحمد جلال العسكري لأقذي يومي ما بين الزحف على الرمال الساخنة على بطوننا كعقاب لكل السجن، لم
أعرف حتى الآن سببه، ثم إلى الوقوف في الشمس طوال اليوم، ومن يهتز أو يبدو عليه الاعتراض يتم إجباره
على مواصلة الزحف على الرمال من جديد، وينتهي بنا اليوم في زنزانة مظلمة خانقة معبقة برائحة البول
والبراز الناتجة من الدلو والزجاجات المخصصة لقضاء الحاجة.
يكون بذلك يوم ميلادي الثاني والعشرين أحد الأيام الكئيبة والحزينة والبائسة التي قضيتها داخل السجن .
عيد ميلادي الثالث والعشرون قد احتفلت به داخل سجن بنها العمومي متجردا قسرا من كل ملابسي إلا من
شورت داخلي على أرض صخرية داخل زنزانة عرضها متر وطولها مترين مرتفعة السقف تشعر داخلها وكأنك
في مصيدة فئران أو صرصار محشور داخل علبة كبريت واقفة على رأسها، تلك هي زنزانة التأديب. طعامي
كان رغيفا واحدا في اليوم وقطعة صغيرة من الجبن وإن شئت أن أكون دقيقا فهي مجرد لحسة من الجبن
على الرغيف وزجاجة واحدة من المياه ودلو لقضاء الحاجة."
